single,wall,1,80ms,-
single,e_cpu,1,5W,-
single,e_gpu,1,0W,-
single,e_total,1,5W,-
single,edp_cpu,1,0.4Ws,-
single,edp_gpu,1,0Ws,-
single,edp_total,1,0.4Ws,-
single,wall,100,5s100ms,-
single,e_cpu,100,15W,-
single,e_gpu,100,0W,-
single,e_total,100,15W,-
single,edp_cpu,100,76.5Ws,-
single,edp_gpu,100,0Ws,-
single,edp_total,100,76.5Ws,-
single,wall,1000,52s638ms,-
single,e_cpu,1000,20W,-
single,e_gpu,1000,0W,-
single,e_total,1000,20W,-
single,edp_cpu,1000,1052.76Ws,-
single,edp_gpu,1000,0Ws,-
single,edp_total,1000,1052.76Ws,-
single,wall,10000,6m37s879ms,-
single,e_cpu,10000,15W,-
single,e_gpu,10000,0W,-
single,e_total,10000,15W,-
single,edp_cpu,10000,5968.185Ws,-
single,edp_gpu,10000,0Ws,-
single,edp_total,10000,5968.185Ws,-
openmp,wall,1,38ms,-
openmp,e_cpu,1,8W,-
openmp,e_gpu,1,0W,-
openmp,e_total,1,8W,-
openmp,edp_cpu,1,0.304Ws,-
openmp,edp_gpu,1,0Ws,-
openmp,edp_total,1,0.304Ws,-
openmp,wall,100,950ms,-
openmp,e_cpu,100,30W,-
openmp,e_gpu,100,0W,-
openmp,e_total,100,30W,-
openmp,edp_cpu,100,28.5Ws,-
openmp,edp_gpu,100,0Ws,-
openmp,edp_total,100,28.5Ws,-
openmp,wall,1000,10s441ms,-
openmp,e_cpu,1000,50W,-
openmp,e_gpu,1000,0W,-
openmp,e_total,1000,50W,-
openmp,edp_cpu,1000,522.05Ws,-
openmp,edp_gpu,1000,0Ws,-
openmp,edp_total,1000,522.05Ws,-
openmp,wall,10000,3m43s530ms,-
openmp,e_cpu,10000,40W,-
openmp,e_gpu,10000,0W,-
openmp,e_total,10000,40W,-
openmp,edp_cpu,10000,8941.2Ws,-
openmp,edp_gpu,10000,0Ws,-
openmp,edp_total,10000,8941.2Ws,-
cuda,wall,1,210ms,-
cuda,e_cpu,1,8W,-
cuda,e_gpu,1,25W,-
cuda,e_total,1,33W,-
cuda,edp_cpu,1,1.68Ws,-
cuda,edp_gpu,1,5.25Ws,-
cuda,edp_total,1,6.93Ws,-
cuda,wall,100,308ms,-
cuda,e_cpu,100,13W,-
cuda,e_gpu,100,65W,-
cuda,e_total,100,78W,-
cuda,edp_cpu,100,4.004Ws,-
cuda,edp_gpu,100,20.02Ws,-
cuda,edp_total,100,24.024Ws,-
cuda,wall,1000,1s140ms,-
cuda,e_cpu,1000,15W,-
cuda,e_gpu,1000,105W,-
cuda,e_total,1000,120W,-
cuda,edp_cpu,1000,17.1Ws,-
cuda,edp_gpu,1000,119.7Ws,-
cuda,edp_total,1000,136.8Ws,-
cuda,wall,10000,3m43s530ms,-
cuda,e_cpu,10000,8W,-
cuda,e_gpu,10000,120W,-
cuda,e_total,1,128W,-
cuda,edp_cpu,10000,72Ws,-
cuda,edp_gpu,10000,1080Ws,-
cuda,edp_total,10000,1152Ws,-
